,Unnamed: 0,Word,3singular,Present Participle,Simple Past,Past Participle,Word_uk,Word_ru,ru_I,ru_they,ru_we,ru_you_vu,ru_you_tu,ru_3s,uk_I,uk_they,uk_we,uk_you_vu,uk_you_tu,uk_3s
278,279,sign,signs,signing,signed,signed,знак,знак,подписываю,подписывают,подписываем,подписываете,подписываешь,подписывает,підписую,підписують,підписуємо,підписуєте,підписуєш,підписує
279,280,touch,touches,touching,touched,touched,дотик,трогать,коснулся,касаются,касаемся,трогаешь,трогаешь,касается,торкнувся,стосуються,торкаємося,чіпаєш,чіпаєш,стосується
280,281,fear,fears,fearing,feared,feared,страх,страх,боюсь,боятся,боимся,боишься,боишься,боится,боюсь,бояться,боїмося,боїшся,боїшся,боїться
281,282,stick,sticks,sticking,sticked,sticked,палка,палка,придерживаюсь,прилипают,придерживаемся,придерживаетесь,палка,прилипает,притримуюсь,прилипають,дотримуємось,дотримуєтеся,палиця,прилипає
282,283,settle,settles,settling,settled,settled,розраховуватися,решить,соглашаюсь,оседают,соглашаемся,соглашаетесь,соглашаешься,оседает,погоджуюсь,осідають,погоджуємося,погоджуєтесь,погоджуєшся,осідає
283,284,ignore,ignores,ignoring,ignored,ignored,ігнорувати,игнорировать,игнорирую,игнорируют,игнорируем,игнорируете,игнорируешь,игнорирует,ігнорую,ігнорують,ігноруємо,ігноруєте,ігноруєш,ігнорує
284,285,compare,compares,comparing,compared,compared,порівняти,сравнивать,сравниваю,сравнивают,сравниваем,сравниваете,сравнивай,сравнивает,порівнюю,порівнюють,порівнюємо,порівнюєте,порівнюй,порівнює
285,286,define,defines,defining,defined,defined,визначити,определять,определяю,определяют,определяем,определяете,определяешь,определяет,визначаю,визначають,визначаємо,визначаєте,визначаєш,визначає
286,287,exercise,exercises,exercising,exercised,exercised,вправи,упражнение,тренируюсь,тренируются,тренируемся,тренируетесь,тренируешься,тренируется,тренуюсь,тренуються,тренуємось,тренуєтеся,тренуєшся,тренується
287,288,demonstrate,demonstrates,demonstrating,demonstrated,demonstrated,продемонструвати,продемонстрировать,демонстрирую,демонстрируют,демонстрируем,демонстрируете,демонстрируешь,демонстрирует,демонструю,демонструють,демонструємо,демонструєте,демонструєш,демонструє
288,289,account,accounts,accounting,accounted,accounted,рахунок,счет,считаю,учитывают,учитываем,аккаунт,аккаунт,считает,вважаю,враховують,враховуємо,акаунт,акаунт,вважає
289,290,persuade,persuades,persuading,persuaded,persuaded,переконувати,убеждать,убеждаю,убеждают,убеждаем,убеждаете,убеждаешь,убеждает,переконую,переконують,переконуємо,переконуєте,переконуєш,переконує
290,291,investigate,investigates,investigating,investigated,investigated,розслідувати,расследовать,расследую,расследуют,расследуем,исследуете,расследуешь,расследует,розслідую,розслідують,розслідуємо,досліджуєте,розслідуєш,розслідує
291,292,clear,clears,clearing,cleared,cleared,ясно,прозрачный,очищаю,очищают,очищаем,ясно,ясно,очищает,очищаю,очищають,очищаємо,ясно,ясно,очищає
292,293,guess,guesses,guessing,guessed,guessed,вгадати,предполагать,Наверное,угадывают,полагаем,догадываетесь,догадываешься,догадывается,напевне,вгадують,вважаємо,здогадуєтеся,здогадуєшся,здогадується
293,294,record,records,recording,recorded,recorded,запис,записывать,записываю,записывают,записываем,записываете,записываешь,записывает,записую,записують,записуємо,записуєте,записуєш,записує
294,295,vote,votes,voting,voted,voted,голосувати,голосование,голосую,голосуют,голосуем,голосуете,голосуешь,голосует,голосую,голосують,голосуємо,голосуєте,голосуєш,голосує
295,296,explore,explores,exploring,explored,explored,досліджувати,исследовать,исследую,исследуют,исследуем,исследуете,исследуешь,исследует,досліджую,досліджують,досліджуємо,досліджуєте,досліджуєш,досліджує
296,297,blame,blames,blaming,blamed,blamed,звинувачувати,обвинять,обвиняю,обвиняют,обвиняем,вините,виноват,винит,звинувачую,звинувачують,звинувачуємо,звинувачуйте,винен,звинувачує
297,298,arrange,arranges,arranging,arranged,arranged,влаштовувати,договариваться,устраиваю,устраивают,организуем,устроите,устраиваешь,устраивает,влаштовую,влаштовують,організуємо,влаштуєте,влаштовуєш,влаштовує
298,299,cross,crosses,crossing,crossed,crossed,хрестик,крест,пересекаю,пересекаются,пересекаем,пересекаете,крест,пересекает,перетинаю,перетинаються,перетинаємо,перетинаєте,хрест,перетинає
299,300,deny,denies,denying,denied,denied,заперечувати,отрицать,отрицаю,отрицают,отрицаем,отрицаете,отрицаешь,отрицает,заперечую,заперечують,заперечуємо,заперечуєте,заперечуєш,заперечує
300,301,realize,realizes,realizing,realized,realized,усвідомити,понимать,понимаю,понимают,понимаем,понимаете,понимаешь,понимает,розумію,розуміють,розуміємо,розумієте,розумієш,розуміє
301,302,hide,hides,hiding,hid,hidden,приховати,скрывать,прячу,прячутся,прячемся,прячете,прячешь,прячется,ховаю,ховаються,ховаємося,ховаєте,ховаєш,ховається
302,303,focus,focuses,focusing,focused,focused,фокус,фокус,фокусируюсь,фокусируются,фокусируемся,фокус,сосредоточься,фокусируется,фокусуюсь,фокусуються,фокусуємось,фокус,зосередься,фокусується
303,304,deliver,delivers,delivering,delivered,delivered,доставити,доставлять,доставляю,доставляют,доставляем,доставляете,доставляешь,доставляет,доставляю,доставляють,доставляємо,доставляєте,доставляєш,доставляє
304,305,proceed,proceeds,proceeding,proceeded,proceeded,продовжити,продолжить,продолжаю,продолжают,продолжаем,продолжаете,продолжай,продолжает,продовжую,продовжують,продовжуємо,продовжуєте,продовжуй,продовжує
305,306,succeed,succeeds,succeeding,succeeded,succeeded,досягати успіху,преуспевать,преуспеваю,преуспевают,преуспеваем,преуспеваете,преуспел,преуспевает,процвітаю,процвітають,процвітаємо,процвітаєте,досяг,процвітає
306,307,bother,bothers,bothering,bothered,bothered,турбувати,беспокоить,беспокоюсь,беспокоят,беспокоим,беспокоитесь,беспокоишь,беспокоит,турбуюсь,турбують,турбуємо,турбуєтеся,турбуєш,турбує
307,308,refuse,refuses,refusing,refused,refused,відмовити,мусор,отказываюсь,отказываются,отказываемся,отказываетесь,отказываешься,отказывается,відмовляюся,відмовляються,відмовляємось,відмовляєтесь,відмовляєшся,відмовляється
308,309,force,forces,forcing,forced,forced,сила,сила,заставляю,заставляют,заставляем,заставляете,сила,заставляет,змушую,змушують,змушуємо,змушуєте,сила,змушує
309,310,demand,demands,demanding,demanded,demanded,попит,требовать,требую,требуют,требуем,требуете,требуешь,требует,вимагаю,вимагають,вимагаємо,вимагаєте,вимагаєш,вимагає
310,311,recognize,recognizes,recognizing,recognized,recognized,розпізнати,распознавать,узнаю,узнают,признаем,узнаете,узнаешь,узнает,дізнаюся,впізнають,визнаємо,дізнаєтесь,дізнаєшся,дізнається
311,312,count,counts,counting,counted,counted,рахувати,считать,считаю,считают,считаем,считаете,считаешь,считает,вважаю,вважають,вважаємо,вважаєте,вважаєш,вважає
312,313,doubt,doubts,doubting,doubted,doubted,сумнів,сомневаться,сомневаюсь,сомневаются,сомневаемся,сомневаетесь,сомневаешься,сомневается,сумніваюся,сумніваються,сумніваємося,сумніваєтеся,сумніваєшся,сумнівається
313,314,reckon,reckons,reckoning,reckoned,reckoned,розраховувати,считать,считаю,считают,считаем,считаете,считаешь,считает,вважаю,вважають,вважаємо,вважаєте,вважаєш,вважає
314,315,belong,belongs,belonging,belonged,belonged,належать,принадлежать,принадлежу,принадлежат,принадлежим,принадлежите,принадлежишь,принадлежит,належу,належать,належимо,належите,належиш,належить
315,316,emerge,emerges,emerging,emerged,emerged,виникати,появляться,появляюсь,появляются,появляемся,выходите,появляешься,появляется,з'являюсь,з'являються,з'являємося,виходите,з'являєшся,з'являється
316,317,sing,sings,singing,sang,sung,співати,петь,пою,поют,поем,поешь,поешь,поет,співаю,співають,співаємо,співаєш,співаєш,співає
317,318,intend,intends,intending,intended,intended,мають намір,намереваться,намереваюсь,намереваются,намерены,намереваетесь,намереваешься,намеревается,маю,мають,маємо,маєте,маєш,має
318,319,justify,justifies,justifying,justified,justified,виправдати,оправдывать,оправдываю,оправдывают,оправдываем,оправдываете,оправдываешь,оправдывает,виправдовую,виправдовують,виправдовуємо,виправдовуєте,виправдовуєш,виправдовує
319,320,advise,advises,advising,advised,advised,порадити,советовать,советую,советуют,советуем,советуете,советуешь,советует,раджу,радять,радимо,радите,радиш,радить
320,321,defend,defends,defending,defended,defended,захищати,защищать,защищаю,защищают,защищаем,защищаете,защищаешь,защищает,захищаю,захищають,захищаємо,захищаєте,захищаєш,захищає
321,322,laugh,laughs,laughing,laughed,laughed,сміятися,смех,смеюсь,смеются,смеемся,смеешься,смеешься,смеется,сміюся,сміються,сміємося,смієшся,смієшся,сміється
322,323,dare,dare,daring,dared,dared,наважуватися,осмелиться,смею,смеют,смеем,смеешь,смеешь,смеет,смію,сміють,сміємо,смієш,смієш,сміє
323,324,acquire,acquires,acquiring,acquired,acquired,придбати,приобретать,приобретаю,приобретают,приобретаем,приобретаете,приобретаешь,приобретает,купую,набувають,купуємо,купуєте,купуєш,набуває
324,325,recover,recovers,recovering,recovered,recovered,одужати,восстанавливаться,выздоравливаю,выздоравливают,выздоравливаем,выздоравливаете,выздоравливай,выздоравливает,одужую,одужують,одужуємо,одужує,одужуй,одужує
325,326,generate,generates,generating,generated,generated,генерувати,генерировать,генерирую,генерируют,генерируем,генерируете,генерируешь,генерирует,генерую,генерують,генеруємо,генеруєте,генеруєш,генерує
326,327,distinguish,distinguishes,distinguishing,distinguished,distinguished,розрізняти,различать,различаю,различают,различаем,различаете,отличаешь,отличает,розрізняю,розрізняють,розрізняємо,розрізняєте,відрізняєш,відрізняє
327,328,suspect,suspects,suspecting,suspected,suspected,підозрюваний,подозревать,подозреваю,подозревают,подозреваем,подозреваете,подозреваешь,подозревает,підозрюю,підозрюють,підозрюємо,підозрюєте,підозрюєш,підозрює
328,329,earn,earns,earning,earned,earned,заробити,зарабатывать,зарабатываю,зарабатывают,зарабатываем,зарабатываете,зарабатываешь,зарабатывает,заробляю,заробляють,заробляємо,заробляєте,заробляєш,заробляє
329,330,finance,finances,financing,financed,financed,фінанси,финансы,финансирую,финансируют,финансируем,финансируете,финансируешь,финансирует,фінансую,фінансують,фінансуємо,фінансуєте,фінансуєш,фінансує
330,331,bet,bets,betting,bet,bet,ставка,делать ставку,об,делают,держим,держите,держу,делает,про,роблять,тримаємо,тримайте,тримаю,робить
331,332,destroy,destroys,destroying,destroyed,destroyed,знищити,разрушать,уничтожаю,разрушают,уничтожаем,уничтожаете,уничтожаешь,разрушает,знищую,руйнують,знищуємо,знищуєте,знищуєш,руйнує
332,333,rest,rests,resting,rested,rested,відпочинок,отдых,отдыхаю,отдыхают,отдыхаем,отдыхаете,отдыхаешь,отдыхает,відпочиваю,відпочивають,відпочиваємо,відпочиваєте,відпочиваєш,відпочиває
333,334,judge,judges,judging,judged,judged,судити,судить,сужу,судят,судим,судите,судья,судит,суджу,судять,судимо,судіть,суддя,судить
334,335,pursue,pursues,pursuing,pursued,pursued,переслідувати,преследовать,преследую,преследуют,преследуем,преследуете,преследуешь,преследует,переслідую,переслідують,переслідуємо,переслідуєте,переслідуєш,переслідує
335,336,comment,comments,commenting,commented,commented,коментар,комментарий,комментирую,комментируют,комментируем,комментируете,комментарий,комментирует,коментую,коментують,коментуємо,коментуєте,коментар,коментує
336,337,satisfy,satisfies,satisfying,satisfied,satisfied,задовольнити,удовлетворить,удовлетворяю,удовлетворяют,удовлетворяем,удовлетворяете,удовлетворяешь,удовлетворяет,задовольняю,задовольняють,задовольняємо,задовольняєте,задовольняєш,задовольняє
337,338,compete,competes,competing,competed,competed,конкурувати,конкурировать,соревнуюсь,соревнуются,конкурируем,соревнуетесь,соревнуешься,соревнуется,змагаюся,змагаються,конкуруємо,змагаєтесь,змагаєшся,змагається
338,339,resist,resists,resisting,resisted,resisted,чинити опір,сопротивляться,сопротивляюсь,сопротивляются,сопротивляемся,сопротивляетесь,сопротивляешься,сопротивляется,пручаюсь,пручаються,пручаємося,чините,пручаєшся,пручається
339,340,suit,suits,suiting,suited,suited,костюм,подходить,подходит,подходят,подходим,подходите,костюм,подходит,підходить,підходять,підходимо,підходите,костюм,підходить
340,341,address,addresses,addressing,addressed,addressed,адресу,адрес,обращаюсь,обращаются,обращаемся,адрес,адрес,обращается,звертаюсь,звертаються,звертаємось,адресу,адреса,звертається
341,342,solve,solves,solving,solved,solved,вирішити,решать,решаю,решают,решаем,решаете,решаешь,решает,вирішую,вирішують,вирішуємо,вирішуєте,вирішуєш,вирішує
342,343,lift,lifts,lifting,lifted,lifted,ліфт,поднимать,поднимаю,поднимают,поднимаем,поднимаете,поднимаешь,поднимает,піднімаю,піднімають,піднімаємо,піднімаєте,підіймаєш,піднімає
343,344,alter,alters,altering,altered,altered,змінювати,изменить,изменяю,изменяют,меняем,изменяете,изменил,изменяет,змінюю,змінюють,міняємо,змінюєте,змінив,змінює
344,345,impose,imposes,imposing,imposed,imposed,нав'язувати,навязывать,навязываю,навязывают,навязываем,навязываете,навязываешь,навязывает,нав'язую,нав'язують,нав'язуємо,нав'язуєте,нав'язуєш,нав'язує
345,346,display,displays,displaying,displayed,displayed,дисплей,отображать,отображаю,отображают,показываем,показываете,дисплей,показывает,відображаю,відображають,показуємо,показуєте,дисплей,показує
346,347,appeal,appeals,appealing,appealed,appealed,звернення,обращаться,обращаюсь,обращаются,обращаемся,обращаетесь,обращаешься,обращается,звертаюсь,звертаються,звертаємось,звертаєтеся,звертаєшся,звертається
347,348,release,releases,releasing,released,released,реліз,выпускать,отпускаю,выпускают,выпускаем,выпускаете,отпускаешь,выпускает,відпускаю,випускають,випускаємо,випускаєте,відпускаєш,випускає
348,349,sort,sorts,sorting,sorted,sorted,сортувати,Сортировать,сортирую,сортируют,сортируем,сортируете,вроде,сортирует,сортую,сортують,сортуємо,сортуєте,наче,сортує
349,350,differ,differs,differing,differed,differed,відрізняються,отличаться,отличаюсь,отличаются,отличаемся,отличаетесь,отличаешься,отличается,відрізняюсь,відрізняються,відрізняємося,відрізняєтеся,відрізняєшся,відрізняється
350,351,select,selects,selecting,selected,selected,вибрати,выбирать,выбираю,выбирают,выбираем,выбираете,выбираешь,выбирает,обираю,обирають,вибираємо,вибираєте,вибираєш,обирає
351,352,measure,measures,measuring,measured,measured,міра,мера,измеряю,измеряют,измеряем,измеряете,измеряешь,измеряет,вимірюю,вимірюють,вимірюємо,вимірюєте,вимірюєш,вимірює
352,353,recommend,recommends,recommending,recommended,recommended,рекомендую,рекомендовать,рекомендую,рекомендуют,рекомендуем,рекомендуете,рекомендуешь,рекомендует,рекомендую,рекомендують,рекомендуємо,рекомендуєте,рекомендуєш,рекомендує
353,354,order,orders,ordering,ordered,ordered,порядок,заказ,заказываю,заказывают,заказываем,заказываете,заказываешь,приказывает,замовляю,замовляють,замовляємо,замовляєте,замовляєш,наказує
354,355,transfer,transfers,transferring,transferred,transferred,передача,передача,перевожу,переводят,переводим,перевод,переводишь,переводит,перекладаю,перекладають,перекладаємо,переклад,перекладаєш,перекладає
355,356,attack,attacks,attacking,attacked,attacked,напад,атака,атакую,атакуют,атакуем,атакуете,атакуешь,атакует,атакую,атакують,атакуємо,атакуєте,атакуєш,атакує
356,357,expand,expands,expanding,expanded,expanded,розширити,расширять,расширяю,расширяются,расширяем,расширяете,расширяешь,расширяется,розширюю,розширюються,розширюємо,розширюєте,розширюєш,розширюється
357,358,roll,rolls,rolling,rolled,rolled,рол,рулон,качусь,катятся,катимся,катите,катишься,катится,гойдаюся,котяться,котимося,котите,котишся,котиться
358,359,burst,bursts,bursting,burst,burst,лопнути,лопаться,лопнул,лопнули,лопаем,лопнули,лопнул,лопается,лопнув,луснули,лопаємо,луснули,луснув,лопається
359,360,undertake,undertakes,undertaking,undertook,undertaken,взятися,предпринимать,обязуюсь,берут,берем,обязуетесь,обязуешься,берет,зобов'язуюсь,беруть,беремо,зобов'язуєтесь,зобов'язуєшся,бере
360,361,relax,relaxes,relaxing,relaxed,relaxed,розслабитися,расслабляться,расслаблен,расслабляются,расслабляемся,расслабляетесь,расслабься,расслабляется,розслаблений,розслабляються,розслабляємось,розслаблюєтеся,розслабся,розслаблюється
361,362,participate,participates,participating,participated,participated,брати участь,участвовать,участвую,участвуют,участвуем,участвуете,участвуешь,участвует,приймаю,беруть,беремо,берете,береш,бере
362,363,behave,behaves,behaving,behaved,behaved,поводитися,вести себя,веду,ведут,ведем,ведете,ведешь,ведет,веду,ведуть,ведемо,ведете,ведеш,веде
363,364,strike,strikes,striking,struck,struck,страйк,ударять,бью,бьют,наносим,наносите,ударишь,наносит,б'ю,б'ють,наносимо,наносите,вдариш,завдає
364,365,remind,reminds,reminding,reminded,reminded,нагадати,напоминать,напоминаю,напоминают,напоминаем,напоминаете,напоминаешь,напоминает,нагадую,нагадують,нагадуємо,нагадуєте,нагадуєш,нагадує
365,366,review,reviews,reviewing,reviewed,reviewed,огляд,обзор,рассматриваю,рассматривают,рассматриваем,обзор,обзор,рассматривает,розглядаю,розглядають,розглядаємо,огляд,огляд,розглядає
366,367,approach,approaches,approaching,approached,approached,підхід,подход,подхожу,приближаются,приближаемся,подходите,подходишь,подходит,підходжу,наближаються,наближаємося,підходите,підходиш,підходить
367,368,employ,employs,employing,employed,employed,найняти,нанимать,нанимаю,нанимают,нанимаем,нанимаете,нанимаешь,нанимает,наймаю,наймають,наймаємо,наймаєте,наймаєш,наймає
368,369,restore,restores,restoring,restored,restored,відновлення,восстановить,восстанавливаю,восстанавливают,восстанавливаем,восстанавливаете,восстанавливаешь,восстанавливает,відновлюю,відновлюють,відновлюємо,відновлюєте,відновлюєш,відновлює
369,370,wash,washes,washing,washed,washed,мити,стирать,мою,моют,моем,моете,моешься,моет,мию,миють,моєму,миєте,миєшся,миє
370,371,observe,observes,observing,observed,observed,спостерігати,наблюдать,наблюдаю,наблюдают,наблюдаем,наблюдаете,наблюдаешь,наблюдает,спостерігаю,спостерігають,спостерігаємо,спостерігаєте,спостерігаєш,спостерігає
371,372,combine,combines,combining,combined,combined,комбайн,комбинировать,комбинирую,сочетаются,объединяем,комбинируете,сочетаешь,сочетает,комбіную,поєднуються,об'єднуємо,комбінуєте,поєднуєш,поєднує
372,373,insist,insists,insisting,insisted,insisted,наполягати,настаивать,настаиваю,настаивают,настаиваем,настаиваете,настаиваешь,настаивает,наполягаю,наполягають,наполягаємо,наполягаєте,наполягаєш,наполягає
373,374,issue,issues,issuing,issued,issued,проблема,проблема,выдаю,выпускают,выпускаем,выпускаете,проблема,выдает,видаю,випускають,випускаємо,випускаєте,проблема,видає
374,375,ride,rides,riding,rode,ridden,їздити,поездка,вожу,катаются,едем,катаетесь,катаешься,едет,веду,катаються,їдемо,катаєтесь,катаєшся,їде
375,376,constitute,constitutes,constituting,constituted,constituted,складають,составляют,представляю,составляют,составляем,составляете,составляешь,составляет,уявляю,становлять,складаємо,складаєте,складаєш,складає
376,377,jump,jumps,jumping,jumped,jumped,стрибати,Прыгать,прыгаю,прыгают,прыгаем,прыгаете,прыгаешь,прыгает,стрибаю,стрибають,стрибаємо,стрибаєте,стрибаєш,стрибає
377,378,cook,cooks,cooking,cooked,cooked,готувати,готовить,готовлю,готовят,готовим,готовите,готовишь,готовит,готую,готують,готуємо,готуєте,готуєш,готує
378,379,switch,switches,switching,switched,switched,перемикач,выключатель,переключаю,переключаются,переключаемся,переключаетесь,переключаешься,переключается,перемикаю,перемикаються,перемикаємось,перемикаєтеся,перемикаєшся,перемикається
379,380,train,trains,training,trained,trained,поїзд,тренироваться,тренируюсь,тренируются,тренируем,тренируетесь,поезд,тренируется,тренуюсь,тренуються,тренуємо,тренуєтеся,поїзд,тренується
380,381,cry,cries,crying,cried,cried,плакати,плакать,плачу,плачут,плачем,плачешь,плачешь,плачет,плачу,плачуть,плачемо,плачеш,плачеш,плаче
381,382,clean,cleans,cleaning,cleaned,cleaned,чистий,чистый,чистый,чистят,чистим,чистите,чистый,очищает,чистий,чистять,чистимо,чистите,чистий,очищає
382,383,invest,invests,investing,invested,invested,інвестувати,вкладывать деньги,инвестирую,инвестируют,инвестируем,инвестируете,инвестируешь,инвестирует,інвестую,інвестують,інвестуємо,інвестуєте,інвестуєш,інвестує
383,384,step,steps,stepping,stepped,stepped,крок,шаг,шаг,шагают,шагаем,шаг,шаг,ступает,крок,крокують,крокуємо,крок,крок,ступає
384,385,limit,limits,limiting,limited,limited,обмеження,ограничение,ограничиваю,ограничивают,ограничиваем,ограничиваете,ограничиваешь,ограничивает,обмежую,обмежують,обмежуємо,обмежуєте,обмежуєш,обмежує
385,386,illustrate,illustrates,illustrating,illustrated,illustrated,ілюструвати,иллюстрировать,иллюстрирую,иллюстрируют,иллюстрируем,иллюстрируете,иллюстрируешь,иллюстрирует,ілюструю,ілюструють,ілюструємо,ілюструєте,ілюструєш,ілюструє
386,387,own,owns,owning,owned,owned,власні,собственный,владею,владеют,владеем,владеете,владеешь,владеет,володію,володіють,володіємо,володієте,володієш,володіє
387,388,tackle,tackles,tackling,tackled,tackled,снасті,взяться,занимаюсь,решают,занимаемся,занимаетесь,занимаешься,занимается,займаюсь,вирішують,займаємося,займаєтеся,займаєшся,займається
388,389,challenge,challenges,challenging,challenged,challenged,виклик,испытание,бросаю,бросают,бросаем,бросаете,бросаешь,бросает,кидаю,кидають,кидаємо,кидаєте,кидаєш,кидає
389,390,view,views,viewing,viewed,viewed,переглянути,вид,смотрю,смотрят,смотрим,просмотр,видишь,смотрит,дивлюся,дивляться,дивимося,перегляд,бачиш,дивиться
390,391,withdraw,withdraws,withdrawing,withdrew,withdrawn,вилучити,отзывать,снимаю,снимают,снимаем,снимаете,уходишь,уходит,знімаю,знімають,знімаємо,знімаєте,йдеш,йде
391,392,possess,possesses,possessing,possessed,possessed,володіти,владеть,владею,обладают,обладаем,обладаете,обладаешь,обладает,володію,мають,маємо,маєте,володієш,має
392,393,communicate,communicates,communicating,communicated,communicated,спілкуватися,общаться,общаюсь,общаются,общаемся,общаетесь,общаешься,общается,спілкуюся,спілкуються,спілкуємося,спілкуєтеся,спілкуєшся,спілкується
393,394,climb,climbs,climbing,climbed,climbed,підйом,взбираться,поднимаюсь,лезут,поднимаемся,поднимаетесь,лезешь,поднимается,підіймаюсь,лізуть,піднімаємося,піднімаєтеся,лізеш,піднімається
394,395,gather,gathers,gathering,gathered,gathered,збиратися,собирать,собираю,собираются,собираемся,собираете,собираешься,собирает,збираю,збираються,збираємось,збираєте,збираєшся,збирає
395,396,separate,separates,separating,separated,separated,окремо,отдельный,разделяю,разделяют,разделяем,разделяете,отдельный,разделяет,поділяю,поділяють,поділяємо,поділяєте,окремий,поділяє
396,397,preserve,preserves,preserving,preserved,preserved,зберегти,сохранять,сохраняю,сохраняют,сохраняем,сохраните,сохрани,сохраняет,зберігаю,зберігають,зберігаємо,збережете,збережи,зберігає
397,398,implement,implements,implementing,implemented,implemented,реалізувати,осуществлять,реализую,реализуют,реализуем,реализуете,реализуешь,реализует,реалізую,реалізують,реалізуємо,реалізуєте,реалізуєш,реалізує
398,399,shift,shifts,shifting,shifted,shifted,зміна,сдвиг,сдвигаю,меняются,сдвигаем,сдвиг,сдвиг,смещается,зрушую,змінюються,зрушуємо,зрушення,зрушення,зміщується
399,400,resolve,resolves,resolving,resolved,resolved,вирішити,решать,решаю,решают,решаем,решаете,решаешь,решает,вирішую,вирішують,вирішуємо,вирішуєте,вирішуєш,вирішує
400,401,reject,rejects,rejecting,rejected,rejected,відхилити,отклонять,отвергаю,отвергают,отвергаем,отвергаете,отвергаешь,отвергает,відкидаю,відкидають,відкидаємо,відкидаєте,відкидаєш,відкидає
401,402,inform,informs,informing,informed,informed,інформ,поставить в известность,сообщаю,информируют,информируем,информируете,сообщаешь,сообщает,повідомляю,інформують,інформуємо,інформуєте,повідомляєш,повідомляє
402,403,imply,implies,implying,implied,implied,мати на увазі,подразумевать,имею,подразумевают,подразумеваем,подразумеваете,намекаешь,подразумевает,маю,мають,маємо,маєте,натякаєш,має
403,404,acknowledge,acknowledges,acknowledging,acknowledged,acknowledged,визнати,сознавать,признаю,признают,признаем,признаете,признаешь,признает,визнаю,визнають,визнаємо,визнаєте,визнаєш,визнає
404,405,conclude,concludes,concluding,concluded,concluded,зробити висновок,заключить,решил,заключают,заключаем,заключаете,заключаешь,заключает,вирішив,укладають,укладаємо,укладаєте,укладаєш,укладає
405,406,shoot,shoots,shooting,shot,shot,стріляти,стрелять,стреляю,стреляют,стреляем,стреляете,стреляешь,стреляет,стріляю,стріляють,стріляємо,стріляєте,стріляєш,стріляє
406,407,guarantee,guarantees,guaranteeing,guaranteed,guaranteed,гарантія,гарантия,гарантирую,гарантируют,гарантируем,гарантируете,гарантируешь,гарантирует,гарантую,гарантують,гарантуємо,гарантуєте,гарантуєш,гарантує
407,408,comply,complies,complying,complied,complied,дотримуватися,исполнять,подчиняюсь,соблюдают,соблюдаем,соблюдаете,подчиняешься,подчиняется,підкоряюсь,дотримуються,дотримуємося,дотримуєтеся,підкоряєшся,підкоряється
408,409,borrow,borrows,borrowing,borrowed,borrowed,позичати,занимать,занимаю,занимают,занимаем,занимаете,занимаешь,занимает,займаю,займають,займаємо,займаєте,займаєш,займає
409,410,question,questions,questioning,questioned,questioned,запитання,вопрос,спрашиваю,спрашивают,сомневаемся,вопрос,вопрос,спрашивает,питаю,запитують,сумніваємося,питання,питання,запитує
410,411,promise,promises,promising,promised,promised,обіцянка,обещать,обещаю,обещают,обещаем,обещаете,обещаешь,обещает,обіцяю,обіцяють,обіцяємо,обіцяєте,обіцяєш,обіцяє
411,412,enhance,enhances,enhancing,enhanced,enhanced,покращити,усиливать,улучшаю,усиливают,улучшаем,улучшаете,улучшаешь,усиливает,покращую,посилюють,покращуємо,покращуєте,покращуєш,посилює
412,413,monitor,monitors,monitoring,monitored,monitored,монітор,монитор,мониторю,следят,следим,монитор,монитор,следит,монітор,стежать,стежимо,монітор,монітор,стежить
413,414,risk,risks,risking,risked,risked,ризик,риск,рискую,рискуют,рискуем,рискуете,рискуешь,рискует,ризикую,ризикують,ризикуємо,ризикуєте,ризикуєш,ризикує
414,415,permit,permits,permitting,permitted,permitted,дозвіл,разрешать,разрешаю,позволяют,разрешаем,разрешаете,разрешаешь,разрешает,дозволяю,дозволяють,дозволяємо,дозволяєте,дозволяєш,дозволяє
415,416,purchase,purchases,purchasing,purchased,purchased,покупка,покупка,покупаю,покупают,покупаем,покупаете,покупаешь,покупает,купляю,купують,купуємо,купуєте,купуєш,купує
416,417,propose,proposes,proposing,proposed,proposed,пропонувати,предлагать,предлагаю,предлагают,предлагаем,предлагаете,предлагаешь,предлагает,пропоную,пропонують,пропонуємо,пропонуєте,пропонуєш,пропонує
417,418,celebrate,celebrates,celebrating,celebrated,celebrated,святкувати,праздновать,праздную,празднуют,отмечаем,празднуете,празднуешь,празднует,святкую,святкують,відзначаємо,святкуєте,святкуєш,святкує
418,419,charge,charges,charging,charged,charged,заряд,заряжать,заряжаю,заряжают,взимаем,заряжаете,заряжаешь,обвиняет,заряджаю,заряджають,стягуємо,заряджаєте,заряджаєш,звинувачує
419,420,research,researches,researching,researched,researched,дослідження,исследовать,исследую,исследуют,исследуем,исследуете,исследуешь,исследует,досліджую,досліджують,досліджуємо,досліджуєте,досліджуєш,досліджує
420,421,aim,aims,aiming,aimed,aimed,мета,цель,целюсь,нацелены,стремимся,цель,цель,стремится,цілуюсь,націлені,прагнемо,мета,мета,прагне
421,422,accommodate,accommodates,accommodating,accommodated,accommodated,розмістити,разместить,приспосабливаюсь,вмещают,размещаем,размещаете,приспосабливаешься,вмещает,пристосовуюсь,вміщують,розміщуємо,розміщуєте,пристосовуєшся,вміщує
422,423,phone,phones,phoning,phoned,phoned,телефон,телефон,звоню,звонят,звоним,телефон,телефон,звонит,дзвоню,дзвонять,дзвонимо,телефон,телефон,дзвонить
